year,countyreal,lpop,lemp,first.treat,treat
2007,13021.0,5.036218566841658,7.607381425639791,0.0,0.0
2003,13037.0,1.843719208158766,2.772588722239781,0.0,0.0
2004,13037.0,1.843719208158766,3.044522437723423,0.0,0.0
2005,13037.0,1.843719208158766,2.70805020110221,0.0,0.0
2006,13037.0,1.843719208158766,3.1780538303479458,0.0,0.0
2007,13037.0,1.843719208158766,3.4657359027997265,0.0,0.0
2003,13039.0,3.7765239639659827,6.22455842927536,0.0,0.0
2004,13039.0,3.7765239639659827,6.29156913955832,0.0,0.0
2005,13039.0,3.7765239639659827,6.3561076606958915,0.0,0.0
2006,13039.0,3.7765239639659827,6.342121418721152,0.0,0.0
2007,13039.0,3.7765239639659827,6.293419278846481,0.0,0.0
2003,13049.0,2.330394793633313,4.624972813284271,0.0,0.0
2004,13049.0,2.330394793633313,4.465908118654584,0.0,0.0
2005,13049.0,2.330394793633313,4.663439094112067,0.0,0.0
2006,13049.0,2.330394793633313,4.700480365792417,0.0,0.0
2007,13049.0,2.330394793633313,4.7535901911063645,0.0,0.0
2003,13057.0,4.955143725591564,7.422373700986824,0.0,0.0
2004,13057.0,4.955143725591564,7.4999765409521215,0.0,0.0
2005,13057.0,4.955143725591564,7.62608275807238,0.0,0.0
2006,13057.0,4.955143725591564,7.713784616598755,0.0,0.0
2007,13057.0,4.955143725591564,7.803435056952168,0.0,0.0
2003,13077.0,4.491049186883392,7.113142108707088,0.0,0.0
2004,13077.0,4.491049186883392,7.078341579557671,0.0,0.0
2005,13077.0,4.491049186883392,7.104144092987527,0.0,0.0
2006,13077.0,4.491049186883392,7.161622002939187,0.0,0.0
2007,13077.0,4.491049186883392,7.2633296174768365,0.0,0.0
2003,13079.0,2.5253285642869154,4.02535169073515,0.0,0.0
2004,13079.0,2.5253285642869154,3.6635616461296463,0.0,0.0
2005,13079.0,2.5253285642869154,3.4339872044851463,0.0,0.0
2006,13079.0,2.5253285642869154,3.4011973816621555,0.0,0.0
2007,13079.0,2.5253285642869154,3.1354942159291497,0.0,0.0
2003,13093.0,2.4445185888827123,3.7612001156935624,0.0,0.0
2004,13093.0,2.4445185888827123,3.7376696182833684,0.0,0.0
2005,13093.0,2.4445185888827123,3.6375861597263857,0.0,0.0
2006,13093.0,2.4445185888827123,4.0943445622221,0.0,0.0
2007,13093.0,2.4445185888827123,4.343805421853684,0.0,0.0
2003,13097.0,4.52367809513269,7.427144133408616,0.0,0.0
2004,13097.0,4.52367809513269,7.467942332285852,0.0,0.0
2005,13097.0,4.52367809513269,7.575071699507561,0.0,0.0
2006,13097.0,4.52367809513269,7.715123603632105,0.0,0.0
2007,13097.0,4.52367809513269,7.827639546366422,0.0,0.0
2003,13109.0,2.3508989532725963,5.198497031265826,0.0,0.0
2004,13109.0,2.3508989532725963,5.159055299214529,0.0,0.0
2005,13109.0,2.3508989532725963,5.214935757608986,0.0,0.0
2006,13109.0,2.3508989532725963,5.135798437050262,0.0,0.0
2007,13109.0,2.3508989532725963,5.209486152841421,0.0,0.0
2003,13113.0,4.513745448068744,7.425357887027151,0.0,0.0
2004,13113.0,4.513745448068744,7.443663683115591,0.0,0.0
2005,13113.0,4.513745448068744,7.45182223652793,0.0,0.0
2006,13113.0,4.513745448068744,7.517520850603031,0.0,0.0
2007,13113.0,4.513745448068744,7.637234388789473,0.0,0.0
2003,13117.0,4.589111939739388,7.3310603052186325,0.0,0.0
2004,13117.0,4.589111939739388,7.388946097618437,0.0,0.0
2005,13117.0,4.589111939739388,7.527793987721444,0.0,0.0
2006,13117.0,4.589111939739388,7.647308832356238,0.0,0.0
2007,13117.0,4.589111939739388,7.638198244285779,0.0,0.0
2003,13129.0,3.7865504812873825,6.4457198193855785,0.0,0.0
2004,13129.0,3.7865504812873825,6.376726947898627,0.0,0.0
2005,13129.0,3.7865504812873825,6.361302477572996,0.0,0.0
2006,13129.0,3.7865504812873825,6.354370040797351,0.0,0.0
2007,13129.0,3.7865504812873825,6.398594934535208,0.0,0.0
2003,13135.0,6.377488562558443,9.194820560318146,0.0,0.0
2004,13135.0,6.377488562558443,9.145908511816794,0.0,0.0
2005,13135.0,6.377488562558443,9.194820560318146,0.0,0.0
2006,13135.0,6.377488562558443,9.295049099903137,0.0,0.0
2007,13135.0,6.377488562558443,9.295692039075686,0.0,0.0
2003,13147.0,3.135363772639185,5.583496308781699,0.0,0.0
2004,13147.0,3.135363772639185,5.442417710521793,0.0,0.0
2005,13147.0,3.135363772639185,5.583496308781699,0.0,0.0
2006,13147.0,3.135363772639185,5.5134287461649825,0.0,0.0
2007,13147.0,3.135363772639185,5.572154032177765,0.0,0.0
2003,13155.0,2.2956611779212213,4.060443010546419,0.0,0.0
2004,13155.0,2.2956611779212213,3.828641396489095,0.0,0.0
2005,13155.0,2.2956611779212213,4.127134385045092,0.0,0.0
2006,13155.0,2.2956611779212213,3.828641396489095,0.0,0.0
2007,13155.0,2.2956611779212213,3.871201010907891,0.0,0.0
2003,13161.0,2.540341356676101,5.0106352940962555,0.0,0.0
2004,13161.0,2.540341356676101,4.912654885736052,0.0,0.0
2005,13161.0,2.540341356676101,5.075173815233827,0.0,0.0
2006,13161.0,2.540341356676101,5.198497031265826,0.0,0.0
2007,13161.0,2.540341356676101,5.236441962829949,0.0,0.0
2003,13179.0,4.120824195026479,6.023447592961033,0.0,0.0
2004,13179.0,4.120824195026479,5.916202062607435,0.0,0.0
2005,13179.0,4.120824195026479,6.175867270105761,0.0,0.0
2006,13179.0,4.120824195026479,6.135564891081739,0.0,0.0
2007,13179.0,4.120824195026479,6.150602768446279,0.0,0.0
2003,13195.0,3.2476576262936527,4.7535901911063645,0.0,0.0
2004,13195.0,3.2476576262936527,4.77912349311153,0.0,0.0
2005,13195.0,3.2476576262936527,4.663439094112067,0.0,0.0
2006,13195.0,3.2476576262936527,4.875197323201151,0.0,0.0
2007,13195.0,3.2476576262936527,5.003946305945459,0.0,0.0
2003,13197.0,1.9662728435741978,3.7376696182833684,0.0,0.0
2004,13197.0,1.9662728435741978,3.6375861597263857,0.0,0.0
2005,13197.0,1.9662728435741978,3.5263605246161616,0.0,0.0
2006,13197.0,1.9662728435741978,3.8918202981106265,0.0,0.0
2007,13197.0,1.9662728435741978,3.9512437185814275,0.0,0.0
2003,13209.0,2.1126345090356,3.828641396489095,0.0,0.0
2004,13209.0,2.1126345090356,3.4011973816621555,0.0,0.0
2005,13209.0,2.1126345090356,3.5553480614894135,0.0,0.0
2006,13209.0,2.1126345090356,3.6635616461296463,0.0,0.0
2007,13209.0,2.1126345090356,3.58351893845611,0.0,0.0
2003,13211.0,2.7380619751701816,5.19295685089021,0.0,0.0
2004,13211.0,2.7380619751701816,5.187385805840755,0.0,0.0
2005,13211.0,2.7380619751701816,5.2832037287379885,0.0,0.0
2006,13211.0,2.7380619751701816,5.605802066295998,0.0,0.0
2007,13211.0,2.7380619751701816,5.594711379601839,0.0,0.0
2003,13213.0,3.5974766306405925,5.71042701737487,0.0,0.0
2004,13213.0,3.5974766306405925,5.683579767338681,0.0,0.0
2005,13213.0,3.5974766306405925,5.384495062789089,0.0,0.0
2006,13213.0,3.5974766306405925,5.720311776607412,0.0,0.0
2007,13213.0,3.5974766306405925,5.652489180268651,0.0,0.0
2003,13217.0,4.127150513947278,6.452048954437226,0.0,0.0
2004,13217.0,4.127150513947278,6.4967749901858625,0.0,0.0
2005,13217.0,4.127150513947278,6.516193076042964,0.0,0.0
2006,13217.0,4.127150513947278,6.628041376179533,0.0,0.0
2007,13217.0,4.127150513947278,6.625392368007956,0.0,0.0
2003,13223.0,4.402784687758391,6.385194398997726,0.0,0.0
2004,13223.0,4.402784687758391,6.484635235635252,0.0,0.0
2005,13223.0,4.402784687758391,6.71295620067707,0.0,0.0
2006,13223.0,4.402784687758391,6.806829360392176,0.0,0.0
2007,13223.0,4.402784687758391,6.984716320118266,0.0,0.0
2003,13227.0,3.1347548122027935,5.3230099791384085,0.0,0.0
2004,13227.0,3.1347548122027935,5.438079308923196,0.0,0.0
2005,13227.0,3.1347548122027935,5.375278407684165,0.0,0.0
2006,13227.0,3.1347548122027935,5.407171771460119,0.0,0.0
2007,13227.0,3.1347548122027935,5.4510384535657,0.0,0.0
2003,13233.0,3.640922692568043,5.966146739123692,0.0,0.0
2004,13233.0,3.640922692568043,5.926926025970411,0.0,0.0
2005,13233.0,3.640922692568043,5.948034989180646,0.0,0.0
2006,13233.0,3.640922692568043,5.908082938168931,0.0,0.0
2007,13233.0,3.640922692568043,5.910796644040527,0.0,0.0
2003,13237.0,2.9344949640828015,5.003946305945459,0.0,0.0
2004,13237.0,2.9344949640828015,5.0369526024136295,0.0,0.0
2005,13237.0,2.9344949640828015,5.087596335232384,0.0,0.0
2006,13237.0,2.9344949640828015,5.5254529391317835,0.0,0.0
2007,13237.0,2.9344949640828015,5.424950017481403,0.0,0.0
2003,13241.0,2.711377991194885,5.4510384535657,0.0,0.0
2004,13241.0,2.711377991194885,5.262690188904886,0.0,0.0
2005,13241.0,2.711377991194885,5.424950017481403,0.0,0.0
2006,13241.0,2.711377991194885,5.3706380281276624,0.0,0.0
2007,13241.0,2.711377991194885,5.407171771460119,0.0,0.0
2003,13263.0,1.8714944372469087,2.3978952727983707,0.0,0.0
2004,13263.0,1.8714944372469087,2.772588722239781,0.0,0.0
2005,13263.0,1.8714944372469087,1.9459101490553132,0.0,0.0
2006,13263.0,1.8714944372469087,1.791759469228055,0.0,0.0
2007,13263.0,1.8714944372469087,2.302585092994046,0.0,0.0
2003,13271.0,2.4675909275783123,4.68213122712422,0.0,0.0
2004,13271.0,2.4675909275783123,4.867534450455582,0.0,0.0
2005,13271.0,2.4675909275783123,5.1647859739235145,0.0,0.0
2006,13271.0,2.4675909275783123,5.2832037287379885,0.0,0.0
2007,13271.0,2.4675909275783123,5.19295685089021,0.0,0.0
2003,13273.0,2.395164274287139,3.9889840465642745,0.0,0.0
2004,13273.0,2.395164274287139,4.0943445622221,0.0,0.0
2005,13273.0,2.395164274287139,4.174387269895637,0.0,0.0
2006,13273.0,2.395164274287139,4.189654742026425,0.0,0.0
2007,13273.0,2.395164274287139,4.0943445622221,0.0,0.0
2003,13297.0,4.105729507088665,6.532334292222349,0.0,0.0
2004,13297.0,4.105729507088665,6.408528791059498,0.0,0.0
2005,13297.0,4.105729507088665,6.354370040797351,0.0,0.0
2006,13297.0,4.105729507088665,6.52649485957079,0.0,0.0
2007,13297.0,4.105729507088665,6.6293632534374485,0.0,0.0
2003,13303.0,3.0528684649248,5.117993812416755,0.0,0.0
2004,13303.0,3.0528684649248,4.990432586778736,0.0,0.0
2005,13303.0,3.0528684649248,4.969813299576001,0.0,0.0
2006,13303.0,3.0528684649248,4.9344739331306915,0.0,0.0
2007,13303.0,3.0528684649248,5.043425116919247,0.0,0.0
2003,13313.0,4.425145988242821,7.151485463904735,0.0,0.0
2004,13313.0,4.425145988242821,7.155396301896734,0.0,0.0
2005,13313.0,4.425145988242821,7.200424892944957,0.0,0.0
2006,13313.0,4.425145988242821,7.275864600546533,0.0,0.0
2007,13313.0,4.425145988242821,7.188412736496954,0.0,0.0
2003,13317.0,2.36902804954276,4.927253685157205,0.0,0.0
2004,13317.0,2.36902804954276,4.74493212836325,0.0,0.0
2005,13317.0,2.36902804954276,4.6443908991413725,0.0,0.0
2006,13317.0,2.36902804954276,4.59511985013459,0.0,0.0
2007,13317.0,2.36902804954276,4.543294782270004,0.0,0.0
2003,13321.0,3.0895413272320487,4.962844630259907,0.0,0.0
2004,13321.0,3.0895413272320487,4.976733742420574,0.0,0.0
2005,13321.0,3.0895413272320487,5.087596335232384,0.0,0.0
2006,13321.0,3.0895413272320487,5.153291594497779,0.0,0.0
2007,13321.0,3.0895413272320487,4.890349128221754,0.0,0.0
2003,16003.0,1.2458822074031457,3.258096538021482,0.0,0.0
2004,16003.0,1.2458822074031457,3.6109179126442243,0.0,0.0
2005,16003.0,1.2458822074031457,3.9889840465642745,0.0,0.0
2006,16003.0,1.2458822074031457,3.9889840465642745,0.0,0.0
2007,16003.0,1.2458822074031457,3.8918202981106265,0.0,0.0
2003,16015.0,1.8976198599275322,3.8918202981106265,0.0,0.0
2004,16015.0,1.8976198599275322,3.912023005428146,0.0,0.0
2005,16015.0,1.8976198599275322,4.174387269895637,0.0,0.0
2006,16015.0,1.8976198599275322,4.02535169073515,0.0,0.0
2007,16015.0,1.8976198599275322,4.143134726391533,0.0,0.0
2003,16017.0,3.606448480134777,6.297109319933935,0.0,0.0
2004,16017.0,3.606448480134777,6.298949246855942,0.0,0.0
2005,16017.0,3.606448480134777,6.428105272684596,0.0,0.0
2006,16017.0,3.606448480134777,6.429719478039138,0.0,0.0
2007,16017.0,3.606448480134777,6.405228458030842,0.0,0.0
2003,16021.0,2.289601165435751,4.897839799950911,0.0,0.0
2004,16021.0,2.289601165435751,4.836281906951478,0.0,0.0
2005,16021.0,2.289601165435751,4.962844630259907,0.0,0.0
2006,16021.0,2.289601165435751,4.997212273764115,0.0,0.0
2007,16021.0,2.289601165435751,4.820281565605037,0.0,0.0
2003,16029.0,1.9884221432926674,4.941642422609304,0.0,0.0
2004,16029.0,1.9884221432926674,4.795790545596741,0.0,0.0
2005,16029.0,1.9884221432926674,4.983606621708336,0.0,0.0
2006,16029.0,1.9884221432926674,4.787491742782046,0.0,0.0
2007,16029.0,1.9884221432926674,5.0369526024136295,0.0,0.0
2003,16041.0,2.4273658098913518,5.638354669333745,0.0,0.0
2004,16041.0,2.4273658098913518,5.537334267018537,0.0,0.0
2005,16041.0,2.4273658098913518,5.627621113690637,0.0,0.0
2006,16041.0,2.4273658098913518,5.6937321388027,0.0,0.0
2007,16041.0,2.4273658098913518,5.749392985908253,0.0,0.0
2003,16045.0,2.720044645950578,5.017279836814924,0.0,0.0
2004,16045.0,2.720044645950578,4.927253685157205,0.0,0.0
2005,16045.0,2.720044645950578,5.1298987149230735,0.0,0.0
2006,16045.0,2.720044645950578,5.087596335232384,0.0,0.0
2007,16045.0,2.720044645950578,5.198497031265826,0.0,0.0
2003,16067.0,3.0043946466326434,5.733341276897746,0.0,0.0
2004,16067.0,3.0043946466326434,5.739792912179234,0.0,0.0
2005,16067.0,3.0043946466326434,5.733341276897746,0.0,0.0
2006,16067.0,3.0043946466326434,5.7745515455444085,0.0,0.0
2007,16067.0,3.0043946466326434,5.808142489980444,0.0,0.0
2003,16079.0,2.622564931744989,5.093750200806762,0.0,0.0
2004,16079.0,2.622564931744989,5.176149732573829,0.0,0.0
2005,16079.0,2.622564931744989,5.147494476813453,0.0,0.0
2006,16079.0,2.622564931744989,5.247024072160486,0.0,0.0
2007,16079.0,2.622564931744989,5.384495062789089,0.0,0.0
2003,16083.0,4.163310766686823,7.204892510204673,0.0,0.0
2004,16083.0,4.163310766686823,7.183111701743281,0.0,0.0
2005,16083.0,4.163310766686823,7.140453043101158,0.0,0.0
2006,16083.0,4.163310766686823,7.234898420314831,0.0,0.0
2007,16083.0,4.163310766686823,7.289610521451167,0.0,0.0
2003,17005.0,2.8697721464257864,5.187385805840755,2004.0,1.0
2004,17005.0,2.8697721464257864,5.0689042022202315,2004.0,1.0
2005,17005.0,2.8697721464257864,4.9344739331306915,2004.0,1.0
2006,17005.0,2.8697721464257864,4.890349128221754,2004.0,1.0
2007,17005.0,2.8697721464257864,4.990432586778736,2004.0,1.0
2003,17015.0,2.8138506199884215,5.429345628954441,2004.0,1.0
2004,17015.0,2.8138506199884215,5.420534999272286,2004.0,1.0
2005,17015.0,2.8138506199884215,5.501258210544727,2004.0,1.0
2006,17015.0,2.8138506199884215,5.4680601411351315,2004.0,1.0
2007,17015.0,2.8138506199884215,5.455321115357702,2004.0,1.0
2003,17025.0,2.67827804276854,5.087596335232384,2004.0,1.0
2004,17025.0,2.67827804276854,5.003946305945459,2004.0,1.0
2005,17025.0,2.67827804276854,4.852030263919617,2004.0,1.0
2006,17025.0,2.67827804276854,4.983606621708336,2004.0,1.0
2007,17025.0,2.67827804276854,4.976733742420574,2004.0,1.0
2003,17035.0,2.42063475976786,4.927253685157205,2004.0,1.0
2004,17035.0,2.42063475976786,4.59511985013459,2004.0,1.0
2005,17035.0,2.42063475976786,4.442651256490317,2004.0,1.0
2006,17035.0,2.42063475976786,4.30406509320417,2004.0,1.0
2007,17035.0,2.42063475976786,4.465908118654584,2004.0,1.0
2003,17047.0,1.9417586865042618,4.356708826689592,2004.0,1.0
2004,17047.0,1.9417586865042618,4.394449154672439,2004.0,1.0
2005,17047.0,1.9417586865042618,4.204692619390966,2004.0,1.0
2006,17047.0,1.9417586865042618,4.007333185232471,2004.0,1.0
2007,17047.0,1.9417586865042618,4.127134385045092,2004.0,1.0
2003,17049.0,3.53409524031307,6.990256500493881,2004.0,1.0
2004,17049.0,3.53409524031307,6.90975328164481,2004.0,1.0
2005,17049.0,3.53409524031307,6.875232087276577,2004.0,1.0
2006,17049.0,3.53409524031307,6.833031732786201,2004.0,1.0
2007,17049.0,3.53409524031307,6.876264611890766,2004.0,1.0
2003,17053.0,2.656125128237291,5.616771097666572,2004.0,1.0
2004,17053.0,2.656125128237291,5.488937726156687,2004.0,1.0
2005,17053.0,2.656125128237291,5.488937726156687,2004.0,1.0
2006,17053.0,2.656125128237291,5.5134287461649825,2004.0,1.0
2007,17053.0,2.656125128237291,5.313205979041787,2004.0,1.0
2003,17063.0,3.6252738310249657,6.580639137284949,2004.0,1.0
2004,17063.0,3.6252738310249657,6.476972362889683,2004.0,1.0
2005,17063.0,3.6252738310249657,6.493753839851686,2004.0,1.0
2006,17063.0,3.6252738310249657,6.483107351457199,2004.0,1.0
2007,17063.0,3.6252738310249657,6.569481420414296,2004.0,1.0
2003,17089.0,6.001709389043949,9.006754319877503,2004.0,1.0
2004,17089.0,6.001709389043949,8.967631665167133,2004.0,1.0
2005,17089.0,6.001709389043949,8.99118884193151,2004.0,1.0
2006,17089.0,6.001709389043949,8.978029932837156,2004.0,1.0
2007,17089.0,6.001709389043949,9.02509454366498,2004.0,1.0
2003,17097.0,6.468251368400521,9.273690687476945,2004.0,1.0
2004,17097.0,6.468251368400521,9.221478116386638,2004.0,1.0
2005,17097.0,6.468251368400521,9.207235557022704,2004.0,1.0
2006,17097.0,6.468251368400521,9.245997049184217,2004.0,1.0
2007,17097.0,6.468251368400521,9.23824732522919,2004.0,1.0
2003,17113.0,5.013517802341429,7.890956716138919,2004.0,1.0
2004,17113.0,5.013517802341429,7.776535028185241,2004.0,1.0
2005,17113.0,5.013517802341429,7.755767170102998,2004.0,1.0
2006,17113.0,5.013517802341429,7.740229524763182,2004.0,1.0
2007,17113.0,5.013517802341429,7.818832443803404,2004.0,1.0
2003,17125.0,2.774960906384837,5.247024072160486,2004.0,1.0
2004,17125.0,2.774960906384837,5.25227342804663,2004.0,1.0
2005,17125.0,2.774960906384837,4.976733742420574,2004.0,1.0
